recoil_energy,scintillation_light,ionization_charge,s1_s2_ratio,pulse_shape,position,time_of_event,particle_type
2.5316700768748377,3.001,2.2406,1.3394,0.4744,"{'x': np.float64(-3.9891999938127594), 'y': np.float64(8.464879949819274), 'z': np.float64(7.73892249469618)}",2025-10-11T02:42:57.337580,WIMP-like
7.621023264026034,6.2222,7.5751,0.8214,0.4287,"{'x': np.float64(-8.243840442378081), 'y': np.float64(-7.365908147881772), 'z': np.float64(8.188031213643804)}",2025-10-11T02:42:57.337580,Background
3.7079193045638292,4.0736,2.4184,1.6844,0.5929,"{'x': np.float64(-1.4040260876149357), 'y': np.float64(1.6836918125091458), 'z': np.float64(1.5495465601341074)}",2025-10-11T02:42:57.337580,Background
5.0006820440308015,4.7073,4.8114,0.9784,0.568,"{'x': np.float64(9.175712365365804), 'y': np.float64(3.5136612198194968), 'z': np.float64(-3.633998622389001)}",2025-10-11T02:42:57.337580,WIMP-like
6.896260871553386,6.7649,5.1208,1.3211,0.6262,"{'x': np.float64(-7.161995612793377), 'y': np.float64(-8.47948128881664), 'z': np.float64(-1.3962117045528633)}",2025-10-11T02:42:57.337580,Axion-like
10.54908450534957,10.2173,8.0941,1.2623,0.4518,"{'x': np.float64(7.514261560740334), 'y': np.float64(-8.524639601266607), 'z': np.float64(9.502124463513962)}",2025-10-11T02:42:57.337580,Axion-like
3.8956097306046362,3.5535,3.3152,1.0719,0.5354,"{'x': np.float64(9.928719331695255), 'y': np.float64(-3.564052893233576), 'z': np.float64(9.880865297095283)}",2025-10-11T02:42:57.337580,WIMP-like
2.52991320884326,2.5758,,1.053,0.4417,"{'x': np.float64(-3.0765326536094513), 'y': np.float64(-8.235796963114264), 'z': np.float64(3.8471201745230523)}",2025-10-11T02:42:57.337580,Background
3.062826758934878,3.1416,2.8233,1.1127,0.527,"{'x': np.float64(5.26174369946483), 'y': np.float64(-1.2626123646234984), 'z': np.float64(-0.054418154284473275)}",2025-10-11T02:42:57.337580,Background
6.953264899700142,5.9497,5.2747,1.128,0.5111,"{'x': np.float64(-2.9970784528670986), 'y': np.float64(1.0835126037161338), 'z': np.float64(0.2306660819856674)}",2025-10-11T02:42:57.337580,Axion-like
2.5231369418847045,2.2157,,1.0004,0.5048,"{'x': np.float64(4.878970186381267), 'y': np.float64(-7.989178606291503), 'z': np.float64(-8.394453422915094)}",2025-10-11T02:42:57.337580,Background
4.399368248092249,4.9745,3.4864,1.4268,0.3124,"{'x': np.float64(-9.333028071598772), 'y': np.float64(2.7936666264771244), 'z': np.float64(1.7679890988261509)}",2025-10-11T02:42:57.337580,Axion-like
6.377895471331856,5.3861,5.2381,1.0282,0.4391,"{'x': np.float64(-8.654640067439585), 'y': np.float64(9.298061109223394), 'z': np.float64(1.5408846067518738)}",2025-10-11T02:42:57.337580,Background
6.6766264274265295,6.2032,,1.3269,0.4366,"{'x': np.float64(6.830774623025061), 'y': np.float64(1.400868995367519), 'z': np.float64(8.034338019236468)}",2025-10-11T02:42:57.338580,Background
8.466643541958508,8.1172,7.2854,1.1142,0.4305,"{'x': np.float64(2.3823103296584485), 'y': np.float64(-5.0064300403144095), 'z': np.float64(-6.007459792623013)}",2025-10-11T02:42:57.338580,Axion-like
2.01386687295011,2.3588,1.8429,1.28,0.5161,"{'x': np.float64(-6.970171310741861), 'y': np.float64(9.480998082399687), 'z': np.float64(-9.68113867018986)}",2025-10-11T02:42:57.338580,Axion-like
2.5779704565724697,2.1226,2.5901,0.8195,0.3264,"{'x': np.float64(8.988389452614559), 'y': np.float64(6.986288754227491), 'z': np.float64(-5.684537482872489)}",2025-10-11T02:42:57.338580,WIMP-like
4.656057864895242,5.4151,4.2284,1.2806,0.4887,"{'x': np.float64(-7.1090920470728225), 'y': np.float64(5.762086680588165), 'z': np.float64(-1.9883320139697531)}",2025-10-11T02:42:57.338580,WIMP-like
3.5549238468830033,3.9226,3.1309,1.2529,0.3987,"{'x': np.float64(4.557665929233332), 'y': np.float64(-0.15938257299068326), 'z': np.float64(-6.104366713146685)}",2025-10-11T02:42:57.338580,Background
3.5801008077045533,3.155,2.8821,1.0947,0.4767,"{'x': np.float64(7.638079067840444), 'y': np.float64(8.601603078203695), 'z': np.float64(-2.148024020018264)}",2025-10-11T02:42:57.338580,WIMP-like
5.134031201885301,5.4549,4.1302,1.3207,0.4151,"{'x': np.float64(-3.0234051374281856), 'y': np.float64(7.984275664449054), 'z': np.float64(-7.442053775462563)}",2025-10-11T02:42:57.338580,WIMP-like
6.123016121082484,6.7888,,1.1319,0.5909,"{'x': np.float64(4.0209092801407), 'y': np.float64(8.033969373376465), 'z': np.float64(-4.782663173943165)}",2025-10-11T02:42:57.338580,Axion-like
5.485750713216057,6.1206,3.945,1.5515,0.5578,"{'x': np.float64(-6.804466495483437), 'y': np.float64(-1.3709280208622197), 'z': np.float64(2.8288396389868637)}",2025-10-11T02:42:57.338580,Background
2.661841721834533,2.4798,1.7487,1.4181,0.4061,"{'x': np.float64(-5.36578689858231), 'y': np.float64(-5.92893941803887), 'z': np.float64(5.900487642527342)}",2025-10-11T02:42:57.338580,Background
1.5603310834271384,1.8373,1.2989,1.4145,0.5897,"{'x': np.float64(-8.440554944959457), 'y': np.float64(6.577902767794733), 'z': np.float64(-9.64722160778862)}",2025-10-11T02:42:57.338580,WIMP-like
5.315241770810972,5.9123,4.7264,1.2509,0.5021,"{'x': np.float64(3.9037220423167813), 'y': np.float64(9.984553106757474), 'z': np.float64(-9.430367236341691)}",2025-10-11T02:42:57.338580,Background
5.348312094870402,4.3154,4.7267,0.913,0.5046,"{'x': np.float64(8.076204056293097), 'y': np.float64(-7.509332485289438), 'z': np.float64(0.6743318323368364)}",2025-10-11T02:42:57.338580,Background
5.93976927933744,5.4589,4.0324,1.3538,0.5335,"{'x': np.float64(-7.810708532195287), 'y': np.float64(5.258146906903772), 'z': np.float64(1.1230910959782179)}",2025-10-11T02:42:57.338580,WIMP-like
3.1459584058973653,2.7167,2.5563,1.0627,0.4086,"{'x': np.float64(9.029120345454132), 'y': np.float64(5.2062523008054455), 'z': np.float64(-0.2027185335025532)}",2025-10-11T02:42:57.338580,WIMP-like
,3.5242,2.1559,1.6347,0.5197,"{'x': np.float64(4.728363969163134), 'y': np.float64(0.1972456077325937), 'z': np.float64(-0.5814200267389396)}",2025-10-11T02:42:57.338580,Background
8.945965063211633,9.9428,5.5472,1.7924,0.5209,"{'x': np.float64(-1.3241635898066413), 'y': np.float64(-6.250456727127165), 'z': np.float64(-1.3077688069738187)}",2025-10-11T02:42:57.338580,Axion-like
7.46004203706221,8.609,6.292,1.3683,0.4943,"{'x': np.float64(6.502780899589975), 'y': np.float64(5.167830264817619), 'z': np.float64(6.855101655531016)}",2025-10-11T02:42:57.338580,Axion-like
7.299744453480821,6.7162,6.4359,1.0436,0.4444,"{'x': np.float64(4.395846705301311), 'y': np.float64(7.917406487836853), 'z': np.float64(-4.491589830814715)}",2025-10-11T02:42:57.338580,WIMP-like
3.5623314472366725,2.9004,3.7923,0.7648,0.5534,"{'x': np.float64(0.6273572148700008), 'y': np.float64(-4.236305564292215), 'z': np.float64(2.305787340307111)}",2025-10-11T02:42:57.338580,WIMP-like
14.001178013041674,13.6858,13.1736,1.0389,0.5473,"{'x': np.float64(9.557929023945636), 'y': np.float64(0.6820962525890586), 'z': np.float64(8.547383026574863)}",2025-10-11T02:42:57.338580,Axion-like
9.56581582413122,8.3071,10.4527,0.7947,0.6577,"{'x': np.float64(-9.224790184087457), 'y': np.float64(3.440010679921796), 'z': np.float64(7.698599839694829)}",2025-10-11T02:42:57.338580,Axion-like
,13.3087,8.4354,1.5777,0.5652,"{'x': np.float64(-5.901828510612043), 'y': np.float64(-1.1261677753016563), 'z': np.float64(9.592590819474822)}",2025-10-11T02:42:57.338580,Background
3.8560638706528505,3.2607,2.8122,1.1595,0.4918,"{'x': np.float64(-9.753705418180614), 'y': np.float64(3.550463923081548), 'z': np.float64(0.20618508617098996)}",2025-10-11T02:42:57.338580,Axion-like
5.090455669868976,5.9143,5.143,1.15,0.5928,"{'x': np.float64(-9.260700028171902), 'y': np.float64(9.913934506833812), 'z': np.float64(2.302917789277366)}",2025-10-11T02:42:57.338580,Background
6.325275268664046,7.5056,4.4906,1.6714,0.6031,"{'x': np.float64(-0.5145756408598228), 'y': np.float64(6.638201294921039), 'z': np.float64(5.12659592731681)}",2025-10-11T02:42:57.338580,WIMP-like
3.5098589721835025,2.8867,2.9756,0.9701,0.3914,"{'x': np.float64(1.3105836239305049), 'y': np.float64(-5.29694919227464), 'z': np.float64(0.5182665598216314)}",2025-10-11T02:42:57.338580,Axion-like
6.912813120291375,6.2839,6.8235,0.9209,0.5346,"{'x': np.float64(9.263026224450716), 'y': np.float64(5.458341123569673), 'z': np.float64(-4.495106123435968)}",2025-10-11T02:42:57.338580,Background
10.983110850353732,11.2198,,1.4895,0.6203,"{'x': np.float64(-9.529937746467784), 'y': np.float64(-3.5577959301109203), 'z': np.float64(-2.4469570880277614)}",2025-10-11T02:42:57.338580,WIMP-like
2.353910700306499,2.6157,2.5678,1.0186,0.4397,"{'x': np.float64(7.067716794500424), 'y': np.float64(-6.592905694400932), 'z': np.float64(6.2872963878305725)}",2025-10-11T02:42:57.338580,Axion-like
8.21426320660122,6.6365,7.1474,0.9285,0.5323,"{'x': np.float64(8.563632097834383), 'y': np.float64(-0.23266842520715159), 'z': np.float64(0.4519931107369466)}",2025-10-11T02:42:57.338580,WIMP-like
3.9785281206910765,3.3575,2.5874,1.2977,0.5677,"{'x': np.float64(3.8304909409894616), 'y': np.float64(3.0288932696023387), 'z': np.float64(2.5911363240121013)}",2025-10-11T02:42:57.338580,WIMP-like
3.1325569935953674,3.2778,2.7781,1.1798,0.5903,"{'x': np.float64(2.4705104106397524), 'y': np.float64(5.712759786739586), 'z': np.float64(-4.2120836704440245)}",2025-10-11T02:42:57.338580,Axion-like
4.948440979558427,5.8506,4.6125,1.2684,0.5175,"{'x': np.float64(9.745942374529687), 'y': np.float64(-5.935420415941309), 'z': np.float64(-7.520878281784043)}",2025-10-11T02:42:57.339580,Axion-like
3.316313392457121,3.6326,3.3123,1.0967,0.5937,"{'x': np.float64(8.44126295751484), 'y': np.float64(4.531791668969419), 'z': np.float64(1.8988699089328964)}",2025-10-11T02:42:57.339580,WIMP-like
4.601018230418094,5.4398,3.9724,1.3694,0.4146,"{'x': np.float64(4.792121872392908), 'y': np.float64(3.3260442211638406), 'z': np.float64(-9.776208096597774)}",2025-10-11T02:42:57.339580,WIMP-like
3.886796922863914,3.3731,2.383,1.4155,0.4101,"{'x': np.float64(-1.8765819617080872), 'y': np.float64(-3.502170530578093), 'z': np.float64(3.3209777827195115)}",2025-10-11T02:42:57.339580,Background
3.0177074178790613,2.7639,1.9471,1.4195,0.4762,"{'x': np.float64(-3.222867018484923), 'y': np.float64(7.740642907202748), 'z': np.float64(7.857119981922306)}",2025-10-11T02:42:57.339580,WIMP-like
5.490263862668374,4.5452,5.9661,0.7618,0.4734,"{'x': np.float64(-9.757120830635655), 'y': np.float64(2.956609846274162), 'z': np.float64(9.706658514934048)}",2025-10-11T02:42:57.339580,WIMP-like
2.685353871118588,2.9073,2.2178,1.3109,0.563,"{'x': np.float64(-5.464475171744012), 'y': np.float64(4.953722724725152), 'z': np.float64(8.19956703618174)}",2025-10-11T02:42:57.339580,Axion-like
3.5101410260491326,3.0894,3.0992,0.9969,0.5118,"{'x': np.float64(-1.2762868746640486), 'y': np.float64(3.5646101410698137), 'z': np.float64(7.552171487108417)}",2025-10-11T02:42:57.339580,Background
3.3681691390789013,3.8238,2.8694,1.3326,0.4778,"{'x': np.float64(2.9161185612474583), 'y': np.float64(-3.3471962278692953), 'z': np.float64(-2.8728527778354866)}",2025-10-11T02:42:57.339580,Background
3.5104726707472578,3.4592,2.7005,1.2809,0.4624,"{'x': np.float64(0.47190398505908604), 'y': np.float64(2.456433185116257), 'z': np.float64(-2.2993734988446572)}",2025-10-11T02:42:57.339580,WIMP-like
5.4135794261581385,4.3895,4.7078,0.9324,0.468,"{'x': np.float64(4.349731848530379), 'y': np.float64(-3.6643398313913895), 'z': np.float64(9.685914601310014)}",2025-10-11T02:42:57.339580,Axion-like
3.337864723439705,2.9445,2.6704,1.1027,0.4171,"{'x': np.float64(-6.6796771202539285), 'y': np.float64(9.301722514252067), 'z': np.float64(-9.777796172251156)}",2025-10-11T02:42:57.339580,WIMP-like
5.753323360614321,5.8224,4.4525,1.3077,0.4721,"{'x': np.float64(4.003459192468208), 'y': np.float64(7.408413254322738), 'z': np.float64(-2.634633485167754)}",2025-10-11T02:42:57.339580,WIMP-like
5.362161244426965,5.094,4.8579,1.0486,0.4571,"{'x': np.float64(-3.7483728746925937), 'y': np.float64(9.742043154168297), 'z': np.float64(2.7406374819661288)}",2025-10-11T02:42:57.339580,WIMP-like
9.420767692027281,11.0462,9.086,1.2157,0.5593,"{'x': np.float64(-8.056267227924623), 'y': np.float64(6.678678533923893), 'z': np.float64(-1.8729574622513834)}",2025-10-11T02:42:57.339580,Background
3.7600581952040404,3.231,3.457,0.9346,0.4673,"{'x': np.float64(6.90719575649895), 'y': np.float64(-1.0368977783717135), 'z': np.float64(2.823794794839893)}",2025-10-11T02:42:57.339580,WIMP-like
7.590682656188221,7.1145,6.3369,1.1227,0.593,"{'x': np.float64(-3.675629250491408), 'y': np.float64(5.028989078149653), 'z': np.float64(-1.4633599306884015)}",2025-10-11T02:42:57.339580,Axion-like
8.985569187053425,8.7156,9.3025,0.9369,0.473,"{'x': np.float64(-4.88343587294186), 'y': np.float64(8.645544022450768), 'z': np.float64(-8.533158328693604)}",2025-10-11T02:42:57.339580,Background
2.0857098431307315,2.2234,1.5283,1.4548,0.525,"{'x': np.float64(-5.691699790004499), 'y': np.float64(4.383315348614525), 'z': np.float64(4.935882252877004)}",2025-10-11T02:42:57.339580,WIMP-like
2.3600547405878305,2.6553,2.0831,1.2747,0.4787,"{'x': np.float64(-2.254496115374021), 'y': np.float64(6.830725107597232), 'z': np.float64(1.9986664646445185)}",2025-10-11T02:42:57.339580,WIMP-like
1.8651953090710214,1.6774,1.6888,0.9933,0.5582,"{'x': np.float64(-5.8180097285426235), 'y': np.float64(1.668944123386309), 'z': np.float64(-7.187959528271892)}",2025-10-11T02:42:57.339580,Background
7.528455110707491,6.7745,5.4216,1.2495,0.4858,"{'x': np.float64(-2.46386836130619), 'y': np.float64(8.303315214852788), 'z': np.float64(5.743816267341767)}",2025-10-11T02:42:57.339580,WIMP-like
6.286822306923928,6.2534,5.875,1.0644,0.5732,"{'x': np.float64(-1.9794711786739008), 'y': np.float64(0.3979470174513793), 'z': np.float64(9.697614637177242)}",2025-10-11T02:42:57.339580,WIMP-like
3.3708505414448626,3.0444,2.9705,1.0249,0.5448,"{'x': np.float64(-5.574383364423509), 'y': np.float64(3.0153453829515513), 'z': np.float64(-5.021863316472044)}",2025-10-11T02:42:57.339580,Background
3.42863217666274,3.7288,3.0137,1.2373,0.7447,"{'x': np.float64(-3.2417477589312282), 'y': np.float64(-7.858323909893603), 'z': np.float64(1.8753570554976875)}",2025-10-11T02:42:57.339580,WIMP-like
3.2898157261945427,3.4787,2.7876,1.2479,0.6498,"{'x': np.float64(1.7409602126794592), 'y': np.float64(-8.173605486265545), 'z': np.float64(3.986154191091419)}",2025-10-11T02:42:57.339580,Background
4.583078572844439,3.7226,3.2189,1.1565,0.5346,"{'x': np.float64(4.212195959226715), 'y': np.float64(6.392052103213061), 'z': np.float64(1.2928674448733108)}",2025-10-11T02:42:57.339580,WIMP-like
9.374226207701678,8.2824,7.9003,1.0484,0.5055,"{'x': np.float64(-4.776378632119593), 'y': np.float64(7.651153311672221), 'z': np.float64(-8.440973544985187)}",2025-10-11T02:42:57.339580,Background
5.107472822907645,5.1,3.6408,1.4008,0.4673,"{'x': np.float64(-3.303557395757726), 'y': np.float64(-3.9734137840027417), 'z': np.float64(7.585725269901808)}",2025-10-11T02:42:57.339580,Background
5.318509769883959,4.9769,5.2569,0.9467,0.5152,"{'x': np.float64(-6.966198447837715), 'y': np.float64(4.9011780853136795), 'z': np.float64(-4.111507112534802)}",2025-10-11T02:42:57.339580,Background
5.820964210086012,5.3381,5.9595,0.8957,0.6146,"{'x': np.float64(-5.148558103862615), 'y': np.float64(6.745349963575631), 'z': np.float64(3.756079392859524)}",2025-10-11T02:42:57.339580,Axion-like
6.963176778471009,7.3478,4.4306,1.6584,0.5879,"{'x': np.float64(-1.661535729443413), 'y': np.float64(-7.405056946064028), 'z': np.float64(-0.9543237825532387)}",2025-10-11T02:42:57.339580,Axion-like
,1.3593,0.9906,1.3722,0.5763,"{'x': np.float64(-8.33450690783728), 'y': np.float64(4.0072043954964105), 'z': np.float64(7.74624269645415)}",2025-10-11T02:42:57.339580,Axion-like
6.37991818127153,6.8689,,1.191,0.497,"{'x': np.float64(2.3903655012096277), 'y': np.float64(-2.044884215841904), 'z': np.float64(-9.453752518860526)}",2025-10-11T02:42:57.339580,WIMP-like
9.25279117772805,7.5554,6.0784,1.243,0.3312,"{'x': np.float64(6.282271032794405), 'y': np.float64(8.34289066759873), 'z': np.float64(-8.958370784787162)}",2025-10-11T02:42:57.339580,Axion-like
2.1414568249618458,1.7195,1.9997,0.8599,0.5823,"{'x': np.float64(3.0937270205128264), 'y': np.float64(-1.3332672572932083), 'z': np.float64(-0.3187214666266094)}",2025-10-11T02:42:57.340579,WIMP-like
7.933690445342838,9.0377,4.8601,1.8596,0.6252,"{'x': np.float64(6.2280220861433335), 'y': np.float64(-5.422429613191905), 'z': np.float64(3.680150941274194)}",2025-10-11T02:42:57.340579,Background
,2.6837,2.0878,1.2854,0.3695,"{'x': np.float64(-4.987996669622358), 'y': np.float64(4.545610348074458), 'z': np.float64(-0.9126431509678294)}",2025-10-11T02:42:57.340579,Axion-like
4.502911895432418,5.0056,4.7079,1.0632,0.5585,"{'x': np.float64(-3.858675217420158), 'y': np.float64(1.0407553945563048), 'z': np.float64(2.6248151049316917)}",2025-10-11T02:42:57.340579,Background
2.6190593545003917,2.7878,2.0159,1.3829,0.5321,"{'x': np.float64(-8.5048510119495), 'y': np.float64(4.213219171215075), 'z': np.float64(3.5494174838789494)}",2025-10-11T02:42:57.340579,WIMP-like
,8.133,7.5916,1.0713,0.5019,"{'x': np.float64(4.982809552908588), 'y': np.float64(3.418593706527302), 'z': np.float64(5.66321592829382)}",2025-10-11T02:42:57.340579,WIMP-like
4.481832316097668,5.1252,4.2307,1.2114,0.6674,"{'x': np.float64(-1.2062001548480872), 'y': np.float64(-8.581777988110966), 'z': np.float64(-8.44642757870936)}",2025-10-11T02:42:57.340579,Axion-like
2.3266356444036407,2.3268,2.2129,1.0515,0.3958,"{'x': np.float64(-5.656884109611806), 'y': np.float64(0.4434022666534787), 'z': np.float64(-7.98386148561633)}",2025-10-11T02:42:57.340579,Background
3.47399056275476,3.5396,2.3961,1.4772,0.5862,"{'x': np.float64(8.529521387555388), 'y': np.float64(4.055462832568097), 'z': np.float64(-5.629384461544207)}",2025-10-11T02:42:57.340579,Axion-like
5.365913594126623,5.1939,5.4261,0.9572,0.4852,"{'x': np.float64(-3.579550816103816), 'y': np.float64(-0.31744404635779766), 'z': np.float64(-2.3873722690140164)}",2025-10-11T02:42:57.340579,Background
7.207971084758161,7.4509,7.0257,1.0605,0.4867,"{'x': np.float64(-7.5335105409083365), 'y': np.float64(1.2650190643759593), 'z': np.float64(3.732064070969802)}",2025-10-11T02:42:57.340579,Background
3.6170268111922432,2.8721,3.5384,0.8117,0.4485,"{'x': np.float64(-1.526153817197244), 'y': np.float64(-9.786800478388038), 'z': np.float64(4.862248936751241)}",2025-10-11T02:42:57.340579,Background
7.675113629605471,8.4268,6.8023,1.2388,0.4946,"{'x': np.float64(-8.449075501213702), 'y': np.float64(-4.134800043066907), 'z': np.float64(-7.882277678308007)}",2025-10-11T02:42:57.340579,Axion-like
3.0505527511893975,3.3428,2.2925,1.4581,0.3127,"{'x': np.float64(-4.299232745302675), 'y': np.float64(-2.2845381864182412), 'z': np.float64(-6.865598229968317)}",2025-10-11T02:42:57.340579,Axion-like
2.6469546741927408,2.6513,2.751,0.9638,0.5761,"{'x': np.float64(-8.78727715091654), 'y': np.float64(-9.24454598083061), 'z': np.float64(0.22848539906527066)}",2025-10-11T02:42:57.340579,WIMP-like
4.438463360500322,4.2932,3.4438,1.2466,0.5104,"{'x': np.float64(-2.657111777361889), 'y': np.float64(-3.368389913955574), 'z': np.float64(1.3501967503852583)}",2025-10-11T02:42:57.340579,Background
2.0240566865633456,1.7435,1.5044,1.159,0.409,"{'x': np.float64(-2.759678771663026), 'y': np.float64(-8.63954945330278), 'z': np.float64(-9.431641181452775)}",2025-10-11T02:42:57.340579,Axion-like
6.29523978977288,6.6976,4.2671,1.5696,0.6049,"{'x': np.float64(-5.473923209896691), 'y': np.float64(0.764264710289666), 'z': np.float64(-5.074238658689804)}",2025-10-11T02:42:57.340579,Background
,4.314,3.2822,1.3143,0.4991,"{'x': np.float64(-7.347505157203087), 'y': np.float64(-5.444682329432132), 'z': np.float64(-5.973836827486267)}",2025-10-11T02:42:57.340579,Background
7.052743677532092,7.3519,6.8971,1.0659,0.7057,"{'x': np.float64(-6.560173958837798), 'y': np.float64(-2.864238556946841), 'z': np.float64(2.680568920746513)}",2025-10-11T02:42:57.340579,Background
5.499914332576592,6.2717,4.8754,1.2864,0.5708,"{'x': np.float64(1.2677653521701409), 'y': np.float64(-5.609396548940526), 'z': np.float64(-6.735127500534908)}",2025-10-11T02:42:57.340579,Axion-like
6.969579382148,7.3511,5.4921,1.3385,0.6275,"{'x': np.float64(-3.5753203280322277), 'y': np.float64(-3.026035611272775), 'z': np.float64(1.1752791940233145)}",2025-10-11T02:42:57.340579,Background
2.611477664025802,2.8792,2.7023,1.0655,0.4595,"{'x': np.float64(0.7388116390391559), 'y': np.float64(-6.873863954227925), 'z': np.float64(9.998377639988515)}",2025-10-11T02:42:57.340579,WIMP-like
5.676883377164797,5.8045,4.5953,1.2631,0.4829,"{'x': np.float64(-1.9207632787004378), 'y': np.float64(-9.442825534368762), 'z': np.float64(3.356802241722166)}",2025-10-11T02:42:57.340579,Axion-like
4.343200698146694,4.3913,4.4426,0.9885,0.5188,"{'x': np.float64(3.4489401627152976), 'y': np.float64(-4.593248310260867), 'z': np.float64(4.49977888448495)}",2025-10-11T02:42:57.340579,WIMP-like
8.95350732983679,8.0124,7.3977,1.0831,0.6175,"{'x': np.float64(0.435684767745947), 'y': np.float64(-3.9170243720225724), 'z': np.float64(-8.650898876909165)}",2025-10-11T02:42:57.340579,Background
5.067590060122483,4.6694,5.4573,0.8556,0.6861,"{'x': np.float64(-6.8579073311699945), 'y': np.float64(4.030281102933708), 'z': np.float64(9.665020722005877)}",2025-10-11T02:42:57.340579,Axion-like
4.589636953897271,3.8057,3.3055,1.1513,0.3629,"{'x': np.float64(2.3998863391748397), 'y': np.float64(-3.2977661406325716), 'z': np.float64(7.564856599814448)}",2025-10-11T02:42:57.340579,Background
5.869724649459143,6.2251,3.705,1.6802,0.4028,"{'x': np.float64(5.978736002872804), 'y': np.float64(9.205776576439746), 'z': np.float64(-5.375574287323364)}",2025-10-11T02:42:57.340579,WIMP-like
4.5768422185614535,5.0113,3.2928,1.5219,0.4245,"{'x': np.float64(7.015951691958403), 'y': np.float64(-2.1745682851115733), 'z': np.float64(4.486238130835133)}",2025-10-11T02:42:57.340579,Background
2.2489634624488364,2.2281,2.2136,1.0065,0.6369,"{'x': np.float64(4.567423167260669), 'y': np.float64(-6.5016875239767025), 'z': np.float64(-5.55004489128589)}",2025-10-11T02:42:57.340579,Background
2.2398568284600064,2.0399,2.3578,0.8652,0.3305,"{'x': np.float64(8.278024698576758), 'y': np.float64(-4.165647477659897), 'z': np.float64(8.145096391061301)}",2025-10-11T02:42:57.340579,WIMP-like
5.9191541252741855,6.6286,5.1628,1.2839,0.5268,"{'x': np.float64(-0.5971677972063354), 'y': np.float64(-7.143796633033537), 'z': np.float64(9.35582841722266)}",2025-10-11T02:42:57.340579,Background
3.3248321891165378,2.9531,2.097,1.4083,0.5893,"{'x': np.float64(-1.545266063104524), 'y': np.float64(5.760910596643058), 'z': np.float64(-4.455329010651949)}",2025-10-11T02:42:57.340579,Axion-like
3.0103187685805257,2.9984,3.0267,0.9906,0.5148,"{'x': np.float64(7.087146577893787), 'y': np.float64(-3.265366977687558), 'z': np.float64(-9.708066121990326)}",2025-10-11T02:42:57.340579,Background
3.8066439056425403,3.8838,4.0195,0.9662,0.6098,"{'x': np.float64(-5.677533888075015), 'y': np.float64(-1.4820252136826912), 'z': np.float64(0.19786734167004383)}",2025-10-11T02:42:57.341579,Background
2.8894817647703395,3.4781,,1.6539,0.4483,"{'x': np.float64(0.2515982579999516), 'y': np.float64(1.3360742992646042), 'z': np.float64(-8.004304048507214)}",2025-10-11T02:42:57.341579,Axion-like
3.54189134812876,3.7768,2.5619,1.4742,0.4649,"{'x': np.float64(1.633018443855864), 'y': np.float64(-8.933232702352266), 'z': np.float64(-3.589676502752037)}",2025-10-11T02:42:57.341579,WIMP-like
4.385807787069282,4.4106,2.7177,1.6229,0.5726,"{'x': np.float64(6.048201278117709), 'y': np.float64(-5.610766893094614), 'z': np.float64(6.522728923617972)}",2025-10-11T02:42:57.341579,Background
4.416916377750719,4.2183,4.5169,0.9339,0.4947,"{'x': np.float64(-7.780306570828024), 'y': np.float64(0.2863180748994427), 'z': np.float64(-4.358148825527188)}",2025-10-11T02:42:57.341579,Background
2.1352538060991044,2.3989,1.7675,1.3572,0.4488,"{'x': np.float64(9.91990245982673), 'y': np.float64(-0.9349566721158649), 'z': np.float64(-1.0648116650371975)}",2025-10-11T02:42:57.341579,Background
5.685875863880908,4.8088,4.3322,1.11,0.4881,"{'x': np.float64(6.374384119082357), 'y': np.float64(-2.0036851624697487), 'z': np.float64(-9.896491773907062)}",2025-10-11T02:42:57.341579,Background
4.922948042530341,4.8856,3.7012,1.32,0.3611,"{'x': np.float64(5.826786639884023), 'y': np.float64(-3.794794007614149), 'z': np.float64(-3.6021526650007996)}",2025-10-11T02:42:57.341579,Background
5.899069710956698,6.4791,5.8903,1.1,0.4533,"{'x': np.float64(2.0012195990975794), 'y': np.float64(-8.392676904817861), 'z': np.float64(-5.394824286119457)}",2025-10-11T02:42:57.341579,WIMP-like
3.31247366775778,2.9308,2.5649,1.1427,0.4122,"{'x': np.float64(0.7812725841421564), 'y': np.float64(-6.942765855239208), 'z': np.float64(-1.7571581816608486)}",2025-10-11T02:42:57.341579,WIMP-like
4.346653200442874,4.4184,3.9277,1.1249,0.6888,"{'x': np.float64(-3.7283094200656546), 'y': np.float64(-2.538589738299124), 'z': np.float64(-1.0445792563182827)}",2025-10-11T02:42:57.341579,Axion-like
7.653763170754528,9.1104,7.4796,1.218,0.4648,"{'x': np.float64(0.5412062090642049), 'y': np.float64(-8.346466494229386), 'z': np.float64(-6.501844297099568)}",2025-10-11T02:42:57.341579,Axion-like
2.2869434640401396,2.3654,1.7034,1.3886,0.2277,"{'x': np.float64(-5.519640724508301), 'y': np.float64(-7.988271632261825), 'z': np.float64(8.94268987685977)}",2025-10-11T02:42:57.341579,WIMP-like
2.0084629403711562,1.6465,1.6783,0.981,0.6291,"{'x': np.float64(8.5918999212357), 'y': np.float64(6.0473900738552935), 'z': np.float64(4.793542944791554)}",2025-10-11T02:42:57.341579,WIMP-like
4.322857685643863,4.0623,3.4315,1.1838,0.3679,"{'x': np.float64(2.6642141811418476), 'y': np.float64(1.6520882139975974), 'z': np.float64(-2.14724096563343)}",2025-10-11T02:42:57.341579,Background
